,fromlong,fromlat,tolong,tolat
7893,40.74993,-73.99154,40.74995,-73.99149
7894,40.64466,-73.78195,40.64477,-73.7818
7895,40.74113,-74.00148,40.74113,-74.00148
7896,40.75113,-73.99408,40.75115,-73.99414
7897,40.75122,-73.9941,40.75122,-73.9941
7898,40.76036,-74.00289,40.7605,-74.0028
7899,40.77405,-73.8732,40.77405,-73.87284
7900,40.76974,-73.86344,40.77003,-73.86338
7901,40.75101,-73.99418,40.75104,-73.99414
7902,40.77412,-73.87305,40.77416,-73.87293
7903,40.77407,-73.87307,40.7742,-73.87284
7904,40.75012,-73.99143,40.75014,-73.99156
7905,40.75102,-73.9942,40.7512,-73.99417
7906,40.73669,-73.98886,40.73669,-73.98886
7907,40.77402,-73.87293,40.7741,-73.87291
7908,40.75098,-73.99423,40.75098,-73.99423
7909,40.77714,-73.96366,40.77714,-73.96366
7910,40.75111,-73.99412,40.75126,-73.99411
7911,40.75112,-73.99424,40.7513,-73.99405
7912,40.75109,-73.9942,40.75123,-73.99413
7913,40.74993,-73.99165,40.75014,-73.99137
7914,40.75085,-73.9943,40.75106,-73.99407
7915,40.77365,-73.87075,40.77381,-73.87088
7916,40.77402,-73.87297,40.77405,-73.87307
7917,40.75106,-73.9941,40.75116,-73.99409
7918,40.774,-73.87312,40.77415,-73.87311
7919,40.75111,-73.99412,40.75111,-73.99398
7920,40.75105,-73.99411,40.75133,-73.99398
7921,40.77904,-73.96231,40.77919,-73.96228
7922,40.77372,-73.87087,40.77377,-73.8709
7923,40.75114,-73.99414,40.75128,-73.994
7924,40.77914,-73.96218,40.77922,-73.96218
7925,40.75011,-73.99137,40.75012,-73.99157
7926,40.77405,-73.87303,40.77415,-73.8729
7927,40.77405,-73.87304,40.7742,-73.87284
7928,40.75125,-73.99398,40.7513,-73.9941
7929,40.7498,-73.99131,40.75005,-73.99131
7930,40.75096,-73.99427,40.75096,-73.99427
7931,40.75112,-73.99418,40.75128,-73.99414
7932,40.77598,-73.94412,40.77598,-73.94412
7933,40.77368,-73.8709,40.77373,-73.87082
7934,40.77373,-73.87087,40.77381,-73.87081
7935,40.77405,-73.87293,40.7742,-73.87296
7936,40.75233,-73.97808,40.75241,-73.97821
7937,40.77402,-73.87307,40.77418,-73.87306
7938,40.75118,-73.9941,40.75124,-73.99404
7939,40.75006,-73.99147,40.75025,-73.9914
7940,40.77404,-73.87297,40.77407,-73.87301
7941,40.77402,-73.8729,40.77405,-73.87294
7942,40.73157,-74.00099,40.73157,-74.00099
7943,40.74995,-73.99131,40.74996,-73.99163
7944,40.75099,-73.99426,40.75122,-73.9942
7945,40.74988,-73.99137,40.75009,-73.99127
7946,40.77402,-73.87302,40.77418,-73.87294
7947,40.75004,-73.99153,40.75008,-73.99147
7948,40.74987,-73.99131,40.75001,-73.99124
7949,40.75099,-73.99417,40.75099,-73.99417
7950,40.7512,-73.99399,40.75122,-73.99416
7951,40.74,-74.00599,40.74,-74.00599
7952,40.74998,-73.99156,40.75006,-73.9915
7953,40.64466,-73.78195,40.64468,-73.78199
7954,40.73949,-74.00263,40.73981,-74.00234
7955,40.76034,-74.00289,40.7605,-74.00283
7956,40.75595,-73.99066,40.7563,-73.99034
7957,40.7737,-73.87079,40.7737,-73.87079
7958,40.77407,-73.87316,40.77413,-73.87313
7959,40.77413,-73.87303,40.7742,-73.87284
7960,40.77381,-73.87088,40.77381,-73.87088
7961,40.77405,-73.87288,40.77412,-73.87287
7962,40.75605,-73.9906,40.75624,-73.99047
7963,40.75009,-73.99134,40.75012,-73.99157
7964,40.77416,-73.87313,40.77416,-73.87297
7965,40.75114,-73.9941,40.75115,-73.99412
7966,40.75111,-73.99412,40.75123,-73.99405
7967,40.77399,-73.87299,40.77406,-73.87303
7968,40.75004,-73.99141,40.75009,-73.99127
7969,40.77376,-73.87089,40.77381,-73.87081
7970,40.75104,-73.99411,40.75136,-73.99403
7971,40.74002,-74.00598,40.74016,-74.00592
7972,40.74996,-73.99147,40.75009,-73.99153
7973,40.75106,-73.99421,40.7513,-73.99403
7974,40.7791,-73.96233,40.77912,-73.96234
7975,40.75009,-73.99134,40.75011,-73.99137
7976,40.75112,-73.9941,40.7513,-73.9941
7977,40.74979,-73.9915,40.74996,-73.99149
7978,40.77416,-73.87313,40.77423,-73.87297
7979,40.77376,-73.8709,40.77376,-73.87089
7980,40.76987,-73.86351,40.77008,-73.86344
7981,40.75001,-73.99124,40.75014,-73.99149
7982,40.77413,-73.87322,40.77416,-73.87293
7983,40.76969,-73.86351,40.77,-73.86344
7984,40.74058,-74.00775,40.74084,-74.00759
7985,40.64472,-73.78202,40.64482,-73.78182
7986,40.75114,-73.99414,40.75117,-73.99405
7987,40.74214,-73.97473,40.74214,-73.97473
7988,40.75004,-73.99138,40.75014,-73.9914
7989,40.77904,-73.96224,40.77908,-73.96231
7990,40.75114,-73.99411,40.75119,-73.99404
7991,40.77402,-73.87297,40.77405,-73.8729
7992,40.78086,-73.97267,40.78086,-73.97267
7993,40.74079,-74.00762,40.74079,-74.00762
7994,40.74979,-73.9915,40.74985,-73.99163
7995,40.74985,-73.99172,40.75014,-73.99159
7996,40.7499,-73.99144,40.74995,-73.99169
7997,40.76438,-73.99584,40.76443,-73.99578
7998,40.77376,-73.87084,40.77382,-73.87091
7999,40.64464,-73.78215,40.64479,-73.78192
8000,40.75114,-73.99404,40.7512,-73.99411
8001,40.64459,-73.78206,40.64472,-73.78199
8002,40.7499,-73.9915,40.75011,-73.99143
8003,40.77415,-73.8731,40.77418,-73.87294
8004,40.77375,-73.87084,40.77378,-73.87097
8005,40.75014,-73.9914,40.75043,-73.99111
8006,40.7498,-73.99163,40.74988,-73.99163
8007,40.75111,-73.99416,40.75122,-73.99417
8008,40.77402,-73.87303,40.77423,-73.87297
8009,40.75104,-73.99416,40.75114,-73.99414
8010,40.77405,-73.87288,40.77418,-73.87294
8011,40.77398,-73.87301,40.77407,-73.8732
8012,40.74995,-73.9915,40.75014,-73.99146
8013,40.75006,-73.99127,40.75012,-73.9915
8014,40.74016,-74.00572,40.74016,-74.00572
8015,40.74998,-73.99163,40.75011,-73.99153
8016,40.74998,-73.9915,40.75009,-73.99127
8017,40.7499,-73.99134,40.74998,-73.9915
8018,40.77901,-73.96228,40.77907,-73.9623
8019,40.75106,-73.99423,40.75121,-73.99401
8020,40.77407,-73.873,40.7741,-73.87291
8021,40.77404,-73.87297,40.7741,-73.8729
8022,40.77405,-73.87286,40.77426,-73.87294
8023,40.75009,-73.99134,40.75032,-73.99143
8024,40.77413,-73.87316,40.77413,-73.87301
8025,40.7741,-73.87319,40.77415,-73.87311
8026,40.75117,-73.99407,40.7512,-73.994
8027,40.74998,-73.9914,40.74998,-73.9914
8028,40.75246,-73.97814,40.75249,-73.97824
8029,40.75605,-73.9906,40.75606,-73.99079
8030,40.74996,-73.99156,40.75003,-73.9916
8031,40.75091,-73.99433,40.75122,-73.99404
8032,40.75223,-73.97827,40.75223,-73.97827
8033,40.64459,-73.78211,40.64474,-73.78182
8034,40.76971,-73.8636,40.76993,-73.86334
8035,40.75109,-73.99417,40.75123,-73.99413
8036,40.74996,-73.99144,40.75025,-73.99147
8037,40.76047,-74.00282,40.76062,-74.00276
8038,40.77365,-73.87075,40.77371,-73.87088
8039,40.75003,-73.9916,40.75003,-73.9914
8040,40.77405,-73.87284,40.77412,-73.87301
8041,40.64466,-73.78209,40.64466,-73.78195
8042,40.77414,-73.873,40.7742,-73.87291
8043,40.75004,-73.99162,40.75008,-73.99154
8044,40.64464,-73.78231,40.64468,-73.78189
8045,40.75236,-73.97801,40.75252,-73.97805
8046,40.74985,-73.99159,40.75011,-73.9914
8047,40.74982,-73.9915,40.75009,-73.99127
8048,40.77402,-73.87295,40.77407,-73.87303
8049,40.75001,-73.99142,40.75017,-73.99154
8050,40.7741,-73.8731,40.77421,-73.87296
8051,40.7499,-73.99154,40.74998,-73.99153
8052,40.75003,-73.99159,40.75019,-73.99147
8053,40.77404,-73.87297,40.77421,-73.87297
8054,40.75006,-73.99147,40.75027,-73.99137
8055,40.74995,-73.99131,40.75012,-73.9915
8056,40.77403,-73.87303,40.77417,-73.8731
8057,40.7424,-74.00421,40.74243,-74.00428
8058,40.75619,-73.99034,40.75638,-73.9905
8059,40.73999,-73.99485,40.74,-73.99481
8060,40.77368,-73.87097,40.77376,-73.87084
8061,40.77407,-73.873,40.77416,-73.873
8062,40.75001,-73.99166,40.75004,-73.99144
8063,40.75114,-73.99417,40.75114,-73.99417
8064,40.74993,-73.99137,40.75017,-73.9914
8065,40.7513,-73.99404,40.75131,-73.99405
8066,40.75236,-73.97827,40.75247,-73.97821
8067,40.77376,-73.87089,40.77394,-73.87123
8068,40.77368,-73.8709,40.77373,-73.87097
8069,40.64469,-73.78177,40.64474,-73.78186
8070,40.76048,-74.00283,40.76058,-74.00279
8071,40.75004,-73.9914,40.75033,-73.99134
8072,40.77421,-73.87313,40.77423,-73.87281
8073,40.77368,-73.87088,40.77381,-73.87084
8074,40.77367,-73.87088,40.77368,-73.87075
8075,40.75228,-73.97795,40.75231,-73.97805
8076,40.75106,-73.99416,40.75109,-73.99417
8077,40.75012,-73.99143,40.7503,-73.9914
8078,40.75101,-73.99417,40.75111,-73.99417
8079,40.72264,-73.98857,40.72264,-73.98857
8080,40.76042,-74.00286,40.76052,-74.00281
8081,40.7737,-73.87087,40.77375,-73.871
8082,40.74084,-74.00765,40.74089,-74.00759
8083,40.75062,-73.99452,40.75098,-73.9942
8084,40.76976,-73.86341,40.77001,-73.86328
8085,40.77399,-73.87303,40.77418,-73.87306
8086,40.74998,-73.99138,40.75019,-73.9914
8087,40.75083,-73.99075,40.7509,-73.99076
8088,40.76964,-73.86357,40.76998,-73.86341
8089,40.77405,-73.8729,40.77406,-73.87306
8090,40.7499,-73.99144,40.74996,-73.99163
8091,40.75111,-73.99407,40.75117,-73.99417
8092,40.64468,-73.78189,40.64471,-73.78182
8093,40.75099,-73.99433,40.7513,-73.99405
8094,40.74993,-73.99137,40.75006,-73.99166
8095,40.7512,-73.99408,40.75125,-73.99401
8096,40.74991,-73.99143,40.74993,-73.99153
8097,40.74079,-74.00543,40.74079,-74.00543
8098,40.75099,-73.99417,40.75115,-73.99412
8099,40.77368,-73.87075,40.77386,-73.87094
8100,40.7605,-74.00284,40.76051,-74.00282
8101,40.77378,-73.87089,40.77381,-73.87084
8102,40.74972,-73.99134,40.75012,-73.99143
8103,40.7424,-74.00421,40.74242,-74.00424
8104,40.77909,-73.96228,40.77921,-73.96221
8105,40.77367,-73.87084,40.77373,-73.87088
8106,40.74993,-73.99137,40.75012,-73.9915
8107,40.75233,-73.97811,40.75233,-73.97811
8108,40.75005,-73.99131,40.75017,-73.99154
8109,40.75106,-73.99405,40.75111,-73.99416
8110,40.7511,-73.99404,40.75117,-73.99399
8111,40.77412,-73.87287,40.77421,-73.87306
8112,40.77365,-73.87074,40.7737,-73.87081
8113,40.7512,-73.99403,40.7512,-73.99399
8114,40.74974,-73.99134,40.74998,-73.99163
8115,40.75101,-73.9942,40.75109,-73.99404
8116,40.73876,-74.00814,40.73876,-74.00814
8117,40.77375,-73.871,40.77381,-73.87091
8118,40.74998,-73.99153,40.75006,-73.9917
8119,40.75228,-73.97811,40.75236,-73.9783
8120,40.7736,-73.87075,40.7736,-73.87075
8121,40.75125,-73.99407,40.75125,-73.99405
8122,40.75009,-73.99134,40.75033,-73.99147
8123,40.75001,-73.99166,40.75004,-73.99141
8124,40.77405,-73.87284,40.77417,-73.8729
8125,40.77375,-73.8709,40.77394,-73.87123
8126,40.75112,-73.99414,40.75112,-73.99414
8127,40.7512,-73.99418,40.7512,-73.99418
8128,40.77405,-73.87315,40.77413,-73.87315
8129,40.76969,-73.86351,40.77008,-73.86344
8130,40.77408,-73.87302,40.7741,-73.87294
8131,40.75548,-73.9682,40.75548,-73.9682
8132,40.75099,-73.99417,40.75111,-73.99407
8133,40.75109,-73.99404,40.75112,-73.99414
8134,40.75012,-73.99143,40.7504,-73.99121
8135,40.77399,-73.87329,40.77412,-73.87306
8136,40.74975,-73.99127,40.74988,-73.99137
8137,40.64469,-73.78189,40.64474,-73.78179
8138,40.76269,-73.96781,40.76269,-73.96781
8139,40.75109,-73.99404,40.75112,-73.99416
8140,40.75014,-73.99131,40.75014,-73.99131
8141,40.7512,-73.99406,40.7513,-73.9941
8142,40.76044,-74.00282,40.76044,-74.00282
8143,40.64472,-73.78202,40.64479,-73.78208
8144,40.74996,-73.9916,40.75009,-73.99134
8145,40.77372,-73.87087,40.77379,-73.87084
8146,40.77001,-73.86331,40.77001,-73.86331
8147,40.77365,-73.87077,40.77371,-73.87091
8148,40.75101,-73.99417,40.75112,-73.99416
8149,40.7269,-73.99154,40.7269,-73.99154
8150,40.75112,-73.99418,40.75125,-73.99407
8151,40.77312,-73.88539,40.77312,-73.88536
8152,40.74985,-73.99163,40.75014,-73.99133
8153,40.75111,-73.99416,40.75119,-73.99416
8154,40.7499,-73.99154,40.7499,-73.99154
8155,40.77907,-73.96231,40.77909,-73.96228
8156,40.76987,-73.86351,40.77,-73.86325
8157,40.73939,-74.0027,40.73952,-74.0026
8158,40.75109,-73.99404,40.75111,-73.99418
8159,40.75006,-73.9917,40.75019,-73.9914
8160,40.7512,-73.99404,40.75122,-73.99408
8161,40.75112,-73.99418,40.7512,-73.99416
8162,40.77405,-73.87288,40.77413,-73.87322
8163,40.7731,-73.88534,40.7731,-73.88534
8164,40.77365,-73.87077,40.77382,-73.87094
8165,40.77398,-73.87301,40.7741,-73.8729
8166,40.77372,-73.87087,40.77375,-73.87077
8167,40.77362,-73.87068,40.77373,-73.87079
8168,40.77412,-73.87316,40.77413,-73.87301
8169,40.75099,-73.99423,40.75128,-73.994
8170,40.77906,-73.96228,40.77919,-73.96219
8171,40.75104,-73.99408,40.75117,-73.99417
8172,40.77415,-73.87284,40.77423,-73.87281
8173,40.77902,-73.96228,40.77904,-73.96234
8174,40.76044,-74.0029,40.7606,-74.00276
8175,40.74995,-73.99149,40.75027,-73.99137
8176,40.76877,-73.86283,40.76877,-73.86283
8177,40.64472,-73.78193,40.64482,-73.78189
8178,40.64464,-73.78195,40.6447,-73.78179
8179,40.74982,-73.9914,40.74993,-73.99137
8180,40.77394,-73.87291,40.7741,-73.87291
8181,40.75605,-73.9906,40.7563,-73.99057
8182,40.75006,-73.99166,40.75008,-73.9916
8183,40.7499,-73.99134,40.74996,-73.99138
8184,40.75102,-73.9942,40.7512,-73.99403
8185,40.74092,-74.00755,40.74092,-74.00755
8186,40.73646,-73.98899,40.73669,-73.98892
8187,40.74993,-73.99146,40.75019,-73.9913
8188,40.77407,-73.87301,40.77416,-73.87284
8189,40.75106,-73.99417,40.75114,-73.99404
8190,40.76052,-74.00282,40.76057,-74.00273
8191,40.75001,-73.99124,40.75004,-73.99162
8192,40.75099,-73.99417,40.75128,-73.99404
8193,40.75109,-73.9942,40.75117,-73.9942
8194,40.75002,-73.99156,40.75019,-73.99136
8195,40.77399,-73.87277,40.77426,-73.87294
8196,40.74983,-73.99147,40.75009,-73.99166
8197,40.77405,-73.87294,40.7741,-73.87291
8198,40.74058,-74.00775,40.74087,-74.00762
8199,40.7498,-73.99131,40.7499,-73.99153
8200,40.77399,-73.87329,40.77402,-73.87302
8201,40.7498,-73.9916,40.74998,-73.99163
8202,40.75106,-73.99416,40.75117,-73.9942
8203,40.64458,-73.78205,40.64463,-73.78199
8204,40.75104,-73.99426,40.75109,-73.9942
8205,40.7523,-73.97821,40.75249,-73.97801
8206,40.75003,-73.9916,40.75019,-73.9913
8207,40.77407,-73.87296,40.7741,-73.87303
8208,40.74171,-73.98944,40.74171,-73.98944
8209,40.74985,-73.99159,40.74988,-73.99137
8210,40.75106,-73.99405,40.75126,-73.99411
8211,40.7605,-74.00283,40.76051,-74.00282
8212,40.75223,-73.9783,40.75223,-73.9783
8213,40.75118,-73.9941,40.75133,-73.99407
8214,40.75114,-73.9941,40.75121,-73.99411
8215,40.7606,-74.00274,40.76062,-74.00276
8216,40.75106,-73.99418,40.75109,-73.99416
8217,40.77415,-73.8729,40.77419,-73.873
8218,40.75104,-73.99414,40.75118,-73.99406
8219,40.7498,-73.99131,40.75006,-73.9917
8220,40.75114,-73.9941,40.75114,-73.9941
8221,40.64471,-73.7819,40.64471,-73.7819
8222,40.75001,-73.99142,40.75011,-73.99146
8223,40.74985,-73.99163,40.75006,-73.99134
8224,40.75099,-73.99417,40.75122,-73.99408
8225,40.64862,-73.78363,40.64868,-73.78359
8226,40.74993,-73.99154,40.75027,-73.99137
8227,40.72259,-73.9886,40.72264,-73.98857
8228,40.74996,-73.99153,40.74998,-73.9915
8229,40.7512,-73.99411,40.75125,-73.994
8230,40.77368,-73.87093,40.77381,-73.87081
8231,40.7511,-73.99404,40.75121,-73.99411
8232,40.75104,-73.9942,40.75132,-73.99404
8233,40.74996,-73.99153,40.75017,-73.9915
8234,40.75123,-73.99407,40.75123,-73.99407
8235,40.74008,-74.00592,40.74018,-74.00585
8236,40.77368,-73.87075,40.77375,-73.8709
8237,40.77412,-73.8731,40.77412,-73.8729
8238,40.75104,-73.99403,40.7512,-73.99414
8239,40.77373,-73.87097,40.77373,-73.87079
8240,40.75116,-73.99407,40.75125,-73.99405
8241,40.75111,-73.99407,40.75113,-73.99408
8242,40.74972,-73.99153,40.74993,-73.99143
8243,40.6448,-73.78186,40.64482,-73.78182
8244,40.77368,-73.87097,40.77383,-73.87088
8245,40.74988,-73.99146,40.75001,-73.99172
8246,40.75102,-73.99423,40.75114,-73.99408
8247,40.75005,-73.99131,40.75009,-73.9914
8248,40.75099,-73.99426,40.75109,-73.99411
8249,40.75106,-73.99417,40.75131,-73.99405
8250,40.7498,-73.99131,40.74988,-73.9915
8251,40.77405,-73.87294,40.77407,-73.873
8252,40.74993,-73.99146,40.75003,-73.9916
8253,40.77407,-73.87316,40.77408,-73.87303
8254,40.76992,-73.86331,40.76995,-73.86341
8255,40.75133,-73.99395,40.75133,-73.99395
8256,40.74996,-73.99134,40.75004,-73.99162
8257,40.75106,-73.99418,40.75125,-73.99402
8258,40.77402,-73.8729,40.77421,-73.87297
8259,40.77405,-73.87286,40.77419,-73.873
8260,40.77394,-73.87319,40.77416,-73.87293
8261,40.64469,-73.78218,40.64476,-73.78179
8262,40.77365,-73.87068,40.77384,-73.87107
8263,40.64459,-73.78221,40.6447,-73.78179
8264,40.74987,-73.9915,40.7499,-73.99153
8265,40.75041,-73.99127,40.75041,-73.99127
8266,40.77405,-73.87293,40.77416,-73.87322
8267,40.75111,-73.99418,40.75114,-73.99415
8268,40.75613,-73.99047,40.7563,-73.99047
8269,40.75003,-73.99137,40.75011,-73.99137
8270,40.76976,-73.86341,40.76985,-73.86376
8271,40.77362,-73.87064,40.77378,-73.87094
8272,40.75622,-73.99079,40.75627,-73.99056
8273,40.74998,-73.99156,40.75,-73.99153
8274,40.77412,-73.87305,40.77413,-73.87303
8275,40.76043,-74.00286,40.76057,-74.0028
8276,40.75001,-73.99166,40.75028,-73.99128
8277,40.75006,-73.99141,40.75019,-73.99169
8278,40.77394,-73.87291,40.77407,-73.87316
8279,40.77405,-73.87286,40.77412,-73.87303
8280,40.77402,-73.87296,40.7741,-73.87294
8281,40.77398,-73.87301,40.77402,-73.8729
8282,40.75104,-73.99417,40.75133,-73.99407
8283,40.74993,-73.99157,40.75006,-73.99147
8284,40.75098,-73.9942,40.7512,-73.99411
8285,40.74977,-73.9915,40.75006,-73.99163
8286,40.74988,-73.99146,40.74995,-73.99131
8287,40.75117,-73.99416,40.75117,-73.99398
8288,40.75111,-73.9942,40.75113,-73.99414
8289,40.76057,-74.0028,40.76057,-74.00279
8290,40.74998,-73.9914,40.75002,-73.99156
8291,40.7503,-73.99465,40.75043,-73.99459
8292,40.74987,-73.99131,40.75,-73.99153
8293,40.64477,-73.78189,40.64479,-73.78176
8294,40.74982,-73.9916,40.75002,-73.99156
8295,40.76036,-74.00295,40.76047,-74.0029
8296,40.75106,-73.99407,40.75119,-73.99416
8297,40.64464,-73.78206,40.64466,-73.78209
8298,40.74988,-73.99169,40.75008,-73.99154
8299,40.77366,-73.87081,40.77376,-73.87097
8300,40.77412,-73.87287,40.77418,-73.87297
8301,40.7499,-73.99163,40.75025,-73.99147
8302,40.77893,-73.9624,40.77906,-73.96231
8303,40.75236,-73.9783,40.75262,-73.9783
8304,40.77405,-73.87288,40.7742,-73.87284
8305,40.7512,-73.99418,40.75127,-73.99405
8306,40.76047,-74.00282,40.76061,-74.00276
8307,40.77419,-73.873,40.7742,-73.873
8308,40.77405,-73.873,40.77416,-73.87313
8309,40.77399,-73.87303,40.77399,-73.87303
8310,40.77412,-73.87301,40.77414,-73.87294
8311,40.77407,-73.87316,40.77418,-73.87306
8312,40.77377,-73.87091,40.77379,-73.87084
8313,40.75109,-73.9942,40.75114,-73.99411
8314,40.77407,-73.8732,40.7741,-73.8731
8315,40.75001,-73.99131,40.75004,-73.99138
8316,40.74995,-73.99156,40.75014,-73.99159
8317,40.75233,-73.97805,40.75239,-73.97811
8318,40.76982,-73.86363,40.77,-73.86344
8319,40.76034,-74.00289,40.7605,-74.00284
8320,40.75104,-73.99411,40.75117,-73.99418
8321,40.74995,-73.99134,40.75006,-73.99166
8322,40.75122,-73.99411,40.75137,-73.99407
8323,40.74988,-73.99163,40.75006,-73.99166
8324,40.75106,-73.99419,40.75114,-73.99404
8325,40.64468,-73.78186,40.64474,-73.78205
8326,40.73984,-74.00614,40.74016,-74.00588
8327,40.74982,-73.9916,40.75019,-73.99154
8328,40.7605,-74.00284,40.76052,-74.00287
8329,40.76879,-73.8628,40.76879,-73.8628
8330,40.75009,-73.99127,40.75019,-73.99147
8331,40.75122,-73.9942,40.75122,-73.99417
8332,40.74993,-73.9915,40.75014,-73.9914
8333,40.77402,-73.87319,40.77412,-73.87303
8334,40.75233,-73.97814,40.75241,-73.97834
8335,40.74987,-73.9915,40.75017,-73.99154
8336,40.75241,-73.97827,40.75244,-73.97817
8337,40.74996,-73.99147,40.75001,-73.99172
8338,40.7513,-73.99405,40.7513,-73.99405
8339,40.75096,-73.99427,40.75107,-73.99413
8340,40.75043,-73.99459,40.75043,-73.99459
8341,40.73115,-74.00141,40.73115,-74.00141
8342,40.76274,-73.96569,40.76274,-73.96569
8343,40.75017,-73.9915,40.75027,-73.99128
8344,40.77409,-73.87303,40.77418,-73.87306
8345,40.76047,-74.00284,40.76052,-74.00276
8346,40.76048,-74.00289,40.76052,-74.00277
8347,40.77402,-73.87297,40.77407,-73.87303
8348,40.77402,-73.87303,40.77413,-73.87316
8349,40.64471,-73.78186,40.64474,-73.78182
8350,40.74272,-73.99674,40.74272,-73.99674
8351,40.75625,-73.99047,40.75627,-73.99031
8352,40.64458,-73.78205,40.64474,-73.78202
8353,40.74016,-74.00592,40.74018,-74.00588
8354,40.75004,-73.99138,40.75012,-73.99157
8355,40.77397,-73.87306,40.77415,-73.87303
8356,40.77398,-73.87301,40.77405,-73.87297
8357,40.77408,-73.87302,40.77416,-73.87306
8358,40.74985,-73.99172,40.75025,-73.99147
8359,40.75001,-73.99142,40.75001,-73.99124
8360,40.75109,-73.99411,40.75109,-73.99411
8361,40.74991,-73.99143,40.75006,-73.99127
8362,40.75009,-73.99141,40.75011,-73.99166
8363,40.75614,-73.99063,40.75624,-73.9906
8364,40.76047,-74.0029,40.76052,-74.00281
8365,40.77394,-73.87319,40.77394,-73.87319
8366,40.77407,-73.87294,40.7741,-73.87306
8367,40.75099,-73.99411,40.7512,-73.99414
8368,40.74996,-73.99156,40.75028,-73.99128
8369,40.7509,-73.99423,40.75109,-73.99404
8370,40.77375,-73.871,40.77379,-73.8709
8371,40.7741,-73.87302,40.77412,-73.87303
8372,40.74206,-74.00395,40.74206,-74.00395
8373,40.77407,-73.8732,40.77421,-73.87297
8374,40.75236,-73.9783,40.75236,-73.9783
8375,40.77367,-73.87084,40.77376,-73.87084
8376,40.75112,-73.99424,40.75122,-73.99407
8377,40.64469,-73.78183,40.64471,-73.78187
8378,40.76964,-73.86357,40.76995,-73.86328
8379,40.77414,-73.873,40.77416,-73.873
8380,40.75098,-73.99423,40.75128,-73.99414
8381,40.77408,-73.87306,40.77412,-73.87294
8382,40.77402,-73.87293,40.77407,-73.873
8383,40.76054,-74.0028,40.76057,-74.00273
8384,40.74016,-74.00588,40.74016,-74.00588
8385,40.77373,-73.87097,40.77377,-73.87088
8386,40.77402,-73.87302,40.7741,-73.87302
8387,40.75008,-73.99154,40.75008,-73.99154
8388,40.75123,-73.99413,40.75125,-73.99412
8389,40.73995,-74.00601,40.74029,-74.00576
8390,40.77402,-73.87296,40.7741,-73.87313
8391,40.75008,-73.9916,40.75008,-73.99143
8392,40.74993,-73.99137,40.75001,-73.99172
8393,40.75115,-73.99411,40.75131,-73.99398
8394,40.77362,-73.87068,40.77368,-73.8709
8395,40.75001,-73.99124,40.75005,-73.99131
8396,40.74995,-73.9915,40.75006,-73.99128
8397,40.74996,-73.9916,40.75032,-73.99143
8398,40.75111,-73.99411,40.75117,-73.99416
8399,40.74998,-73.99147,40.75014,-73.9914
8400,40.77412,-73.87319,40.77417,-73.8731
8401,40.75101,-73.9942,40.75113,-73.99414
8402,40.77402,-73.87287,40.77416,-73.87297
8403,40.7605,-74.00283,40.76052,-74.00287
8404,40.76974,-73.86341,40.76989,-73.86354
8405,40.75115,-73.99407,40.75133,-73.99407
8406,40.77405,-73.87297,40.77417,-73.87306
8407,40.77405,-73.87288,40.77412,-73.87305
8408,40.74996,-73.99154,40.75001,-73.99162
8409,40.75104,-73.99408,40.7513,-73.9941
8410,40.75223,-73.9783,40.75234,-73.97817
8411,40.76042,-74.00292,40.76045,-74.00285
8412,40.75111,-73.99412,40.75113,-73.99417
8413,40.75114,-73.99401,40.75123,-73.99407
8414,40.77407,-73.87307,40.77412,-73.87287
8415,40.77408,-73.87304,40.77416,-73.873
8416,40.7741,-73.87319,40.77413,-73.87303
8417,40.77399,-73.87303,40.77402,-73.8729
8418,40.77397,-73.87296,40.77397,-73.87296
8419,40.75099,-73.99417,40.7511,-73.99404
8420,40.75004,-73.99144,40.75004,-73.99141
8421,40.75099,-73.99423,40.75131,-73.99398
8422,40.74975,-73.99127,40.75003,-73.9914
8423,40.77408,-73.87302,40.77423,-73.87306
8424,40.75217,-73.97837,40.75246,-73.97814
8425,40.7741,-73.87315,40.77412,-73.8729
8426,40.77909,-73.96228,40.77912,-73.96224
8427,40.77399,-73.87303,40.77403,-73.8731
8428,40.64464,-73.78192,40.64464,-73.78192
8429,40.75099,-73.99433,40.75131,-73.99404
8430,40.7499,-73.99154,40.75014,-73.99131
8431,40.74985,-73.99159,40.75006,-73.99138
8432,40.74005,-74.00596,40.74007,-74.00592
8433,40.77413,-73.87312,40.77413,-73.87312
8434,40.64466,-73.78208,40.64471,-73.78191
8435,40.77375,-73.8709,40.77386,-73.87093
8436,40.7509,-73.99423,40.75101,-73.99417
8437,40.76037,-74.00287,40.76045,-74.00289
8438,40.77396,-73.87287,40.77412,-73.87305
8439,40.75231,-73.97815,40.75233,-73.97795
8440,40.77368,-73.8709,40.77378,-73.87088
8441,40.76995,-73.86325,40.76998,-73.86341
8442,40.73355,-73.99958,40.73355,-73.99958
8443,40.77907,-73.96224,40.77912,-73.96234
8444,40.75033,-73.99147,40.75033,-73.99147
8445,40.74996,-73.99163,40.75006,-73.99127
8446,40.75603,-73.99066,40.75638,-73.9905
8447,40.75099,-73.99433,40.75122,-73.99405
8448,40.7741,-73.87291,40.77413,-73.87313
8449,40.75107,-73.99415,40.75112,-73.99408
8450,40.77402,-73.87319,40.77405,-73.87303
8451,40.75117,-73.99405,40.75122,-73.99416
8452,40.75003,-73.9916,40.75004,-73.99144
