,fromlong,fromlat,tolong,tolat
32238,40.7499,-73.99154,40.75032,-73.99143
32239,40.74987,-73.99153,40.74995,-73.99134
32240,40.75019,-73.99147,40.75019,-73.99136
32241,40.77919,-73.96228,40.7792,-73.96219
32242,40.774,-73.87303,40.77421,-73.87306
32243,40.77397,-73.87284,40.77411,-73.873
32244,40.77368,-73.87088,40.7737,-73.87079
32245,40.77375,-73.871,40.77381,-73.87081
32246,40.74993,-73.99137,40.74996,-73.99154
32247,40.74977,-73.9915,40.75003,-73.99159
32248,40.75114,-73.99401,40.75115,-73.99414
32249,40.76974,-73.86341,40.76985,-73.86354
32250,40.75106,-73.99411,40.75114,-73.99407
32251,40.77407,-73.87296,40.7741,-73.87315
32252,40.76876,-73.86293,40.76876,-73.8628
32253,40.74996,-73.99147,40.74998,-73.9915
32254,40.75115,-73.99411,40.7513,-73.99404
32255,40.75115,-73.99417,40.75118,-73.99406
32256,40.75115,-73.99417,40.75116,-73.99409
32257,40.75241,-73.97834,40.75241,-73.97827
32258,40.74998,-73.99141,40.75012,-73.99143
32259,40.76036,-74.00296,40.76048,-74.00283
32260,40.75006,-73.9913,40.75014,-73.99137
32261,40.64469,-73.78201,40.64469,-73.78177
32262,40.75624,-73.9906,40.75637,-73.99041
32263,40.75001,-73.99142,40.75004,-73.99153
32264,40.75003,-73.99137,40.75009,-73.9914
32265,40.77413,-73.87312,40.77421,-73.87306
32266,40.74985,-73.99172,40.74987,-73.99131
32267,40.75114,-73.99411,40.75126,-73.99411
32268,40.75003,-73.99156,40.75014,-73.99133
32269,40.77416,-73.87294,40.77423,-73.87306
32270,40.77405,-73.87284,40.7742,-73.87296
32271,40.76034,-74.0029,40.76039,-74.0029
32272,40.77367,-73.87084,40.77377,-73.87088
32273,40.77394,-73.87291,40.77415,-73.8729
32274,40.75117,-73.99399,40.75121,-73.99401
32275,40.75109,-73.9942,40.75132,-73.99404
32276,40.77415,-73.87284,40.77419,-73.873
32277,40.77405,-73.8729,40.77416,-73.87313
32278,40.7791,-73.96231,40.7791,-73.96224
32279,40.75119,-73.99416,40.75123,-73.99413
32280,40.7741,-73.87294,40.77416,-73.87313
32281,40.77915,-73.96225,40.77921,-73.96221
32282,40.75112,-73.99424,40.7512,-73.99403
32283,40.74972,-73.99134,40.75006,-73.9913
32284,40.75014,-73.99131,40.75043,-73.99111
32285,40.75006,-73.99152,40.75012,-73.99157
32286,40.77406,-73.87303,40.7741,-73.87322
32287,40.64477,-73.78177,40.64479,-73.78182
32288,40.76992,-73.86331,40.76993,-73.86328
32289,40.77904,-73.96234,40.77919,-73.96219
32290,40.77412,-73.8731,40.77418,-73.8729
32291,40.7605,-74.00284,40.76052,-74.00277
32292,40.74995,-73.99131,40.75033,-73.99134
32293,40.77371,-73.87088,40.77381,-73.87081
32294,40.74996,-73.99138,40.74998,-73.99141
32295,40.75006,-73.99127,40.75027,-73.99128
32296,40.75112,-73.99408,40.75125,-73.99407
32297,40.64469,-73.78186,40.64479,-73.78176
32298,40.74985,-73.99143,40.75001,-73.99172
32299,40.75115,-73.99411,40.75125,-73.99402
32300,40.75107,-73.99415,40.75116,-73.99407
32301,40.77411,-73.87313,40.7742,-73.87286
32302,40.77415,-73.87312,40.77423,-73.87306
32303,40.75104,-73.99408,40.75106,-73.99407
32304,40.74996,-73.99156,40.75017,-73.9914
32305,40.77373,-73.87088,40.77375,-73.87093
32306,40.77394,-73.87319,40.77418,-73.87306
32307,40.75225,-73.97817,40.75239,-73.97798
32308,40.77407,-73.87307,40.77417,-73.87306
32309,40.76037,-74.00287,40.76052,-74.00282
32310,40.75606,-73.99079,40.7563,-73.99034
32311,40.75006,-73.99147,40.75028,-73.99128
32312,40.77403,-73.8731,40.77412,-73.87305
32313,40.74982,-73.99143,40.74996,-73.99156
32314,40.77402,-73.87306,40.77405,-73.8729
32315,40.77371,-73.87082,40.77375,-73.871
32316,40.74058,-74.00775,40.74088,-74.00759
32317,40.77367,-73.87078,40.77367,-73.87068
32318,40.75102,-73.9942,40.75131,-73.99404
32319,40.75003,-73.99141,40.75006,-73.99127
32320,40.75004,-73.99127,40.75011,-73.99137
32321,40.76995,-73.86328,40.77001,-73.86328
32322,40.76877,-73.8628,40.7689,-73.86264
32323,40.64458,-73.78221,40.64477,-73.78177
32324,40.75114,-73.99411,40.75121,-73.99401
32325,40.74988,-73.99163,40.74993,-73.99165
32326,40.74979,-73.9915,40.74998,-73.99147
32327,40.75096,-73.99427,40.75098,-73.99423
32328,40.77407,-73.87291,40.77408,-73.87303
32329,40.77405,-73.87288,40.7741,-73.8731
32330,40.77407,-73.87301,40.77412,-73.87303
32331,40.75006,-73.99127,40.75033,-73.99134
32332,40.76877,-73.8628,40.76879,-73.86267
32333,40.75106,-73.99418,40.75117,-73.99406
32334,40.77405,-73.87315,40.77407,-73.87291
32335,40.76057,-74.00273,40.7606,-74.00274
32336,40.74991,-73.99143,40.74993,-73.99165
32337,40.75106,-73.99418,40.7512,-73.99417
32338,40.7498,-73.99163,40.7499,-73.99134
32339,40.77408,-73.87306,40.7741,-73.87301
32340,40.74018,-74.00588,40.74026,-74.00579
32341,40.75009,-73.99127,40.75025,-73.9914
32342,40.77912,-73.96228,40.7792,-73.96219
32343,40.77402,-73.87307,40.77415,-73.8729
32344,40.77403,-73.8731,40.77413,-73.87303
32345,40.75009,-73.99172,40.75014,-73.99137
32346,40.76876,-73.8628,40.76905,-73.86284
32347,40.74993,-73.99165,40.75006,-73.99166
32348,40.77413,-73.87315,40.77413,-73.87303
32349,40.75122,-73.99408,40.75125,-73.99405
32350,40.75102,-73.99423,40.75113,-73.99417
32351,40.74988,-73.99156,40.75008,-73.99143
32352,40.64862,-73.7834,40.64865,-73.7835
32353,40.73178,-74.00083,40.73186,-74.0009
32354,40.75107,-73.99413,40.75133,-73.99407
32355,40.74983,-73.9914,40.75001,-73.99134
32356,40.77399,-73.87303,40.77402,-73.87302
32357,40.75101,-73.99417,40.75122,-73.99404
32358,40.77411,-73.873,40.77412,-73.87294
32359,40.75112,-73.99408,40.75124,-73.99404
32360,40.7498,-73.99163,40.74996,-73.99153
32361,40.77403,-73.8731,40.7742,-73.873
32362,40.7741,-73.8729,40.77413,-73.87303
32363,40.77403,-73.8731,40.77415,-73.87293
32364,40.77413,-73.87313,40.77415,-73.8729
32365,40.77399,-73.87329,40.77414,-73.873
32366,40.70534,-74.01718,40.70536,-74.01721
32367,40.77371,-73.87075,40.77375,-73.87093
32368,40.74983,-73.9914,40.75008,-73.99147
32369,40.74996,-73.99134,40.75032,-73.99143
32370,40.77399,-73.87299,40.7741,-73.87303
32371,40.75104,-73.99414,40.75131,-73.99404
32372,40.77405,-73.873,40.77411,-73.87313
32373,40.74995,-73.99131,40.75009,-73.99127
32374,40.77413,-73.87316,40.77418,-73.87281
32375,40.77391,-73.87294,40.77403,-73.8731
32376,40.74985,-73.99143,40.74993,-73.99153
32377,40.77371,-73.87088,40.77386,-73.87094
32378,40.74996,-73.9916,40.75014,-73.99149
32379,40.75102,-73.99417,40.75104,-73.99404
32380,40.77415,-73.87312,40.77415,-73.87303
32381,40.77405,-73.87315,40.7742,-73.87284
32382,40.74995,-73.99149,40.75003,-73.9914
32383,40.7499,-73.9915,40.75006,-73.9913
32384,40.75109,-73.9942,40.75126,-73.99411
32385,40.75117,-73.99411,40.75137,-73.99407
32386,40.64468,-73.78202,40.64469,-73.78189
32387,40.77904,-73.96234,40.77908,-73.96231
32388,40.75114,-73.99407,40.75117,-73.99407
32389,40.77909,-73.96228,40.77915,-73.96225
32390,40.64473,-73.78195,40.64479,-73.78176
32391,40.75104,-73.99416,40.75131,-73.99404
32392,40.75003,-73.9914,40.75008,-73.9916
32393,40.74993,-73.9915,40.75001,-73.99142
32394,40.77397,-73.87284,40.77402,-73.87319
32395,40.77408,-73.87306,40.77412,-73.87287
32396,40.64469,-73.78218,40.64481,-73.78179
32397,40.77391,-73.87294,40.77407,-73.873
32398,40.75099,-73.99414,40.75106,-73.9941
32399,40.77397,-73.87284,40.77419,-73.873
32400,40.75012,-73.9915,40.75017,-73.9915
32401,40.75122,-73.9942,40.75123,-73.99413
32402,40.74979,-73.9915,40.75009,-73.99134
32403,40.75225,-73.97827,40.75242,-73.97817
32404,40.77908,-73.96231,40.77909,-73.96224
32405,40.75114,-73.99401,40.75133,-73.99395
32406,40.77407,-73.87307,40.77412,-73.87313
32407,40.64459,-73.78211,40.64472,-73.78195
32408,40.74982,-73.9916,40.75019,-73.99147
32409,40.7741,-73.8729,40.77415,-73.8731
32410,40.75114,-73.99407,40.75117,-73.99406
32411,40.74187,-74.00457,40.74224,-74.00428
32412,40.77397,-73.87284,40.77421,-73.87306
32413,40.76037,-74.00287,40.76049,-74.00286
32414,40.7741,-73.87294,40.77412,-73.8732
32415,40.64459,-73.78211,40.64471,-73.78176
32416,40.64458,-73.78205,40.64476,-73.78179
32417,40.75102,-73.99417,40.75109,-73.99416
32418,40.77402,-73.87294,40.77416,-73.87313
32419,40.77407,-73.87296,40.77409,-73.87316
32420,40.7699,-73.86329,40.76992,-73.86334
32421,40.77368,-73.87097,40.77375,-73.87077
32422,40.64469,-73.7818,40.64474,-73.78179
32423,40.77417,-73.8731,40.77418,-73.87299
32424,40.77407,-73.87291,40.77413,-73.87312
32425,40.75119,-73.99411,40.7512,-73.99399
32426,40.7741,-73.87322,40.77416,-73.87304
32427,40.74232,-74.00428,40.74236,-74.00431
32428,40.77367,-73.87078,40.77382,-73.87091
32429,40.76045,-74.00285,40.7605,-74.00284
32430,40.77376,-73.87097,40.77384,-73.87107
32431,40.74998,-73.99163,40.75004,-73.99162
32432,40.77407,-73.87291,40.77423,-73.87281
32433,40.77415,-73.87293,40.77417,-73.87306
32434,40.75115,-73.99412,40.75121,-73.99401
32435,40.74993,-73.99137,40.75014,-73.99137
32436,40.75006,-73.99127,40.75011,-73.9914
32437,40.76982,-73.86344,40.76998,-73.86338
32438,40.75003,-73.99141,40.75041,-73.99127
32439,40.77399,-73.87299,40.77403,-73.87303
32440,40.77912,-73.96224,40.77915,-73.96225
32441,40.75122,-73.99417,40.75123,-73.99413
32442,40.75006,-73.99147,40.75011,-73.9914
32443,40.64456,-73.78215,40.64471,-73.78176
32444,40.77909,-73.96221,40.77922,-73.96218
32445,40.77405,-73.8731,40.77405,-73.873
32446,40.77917,-73.96221,40.77922,-73.96218
32447,40.77415,-73.87305,40.77423,-73.87297
32448,40.75617,-73.99057,40.75627,-73.99031
32449,40.7737,-73.87079,40.77372,-73.87087
32450,40.77407,-73.87291,40.77418,-73.87306
32451,40.77405,-73.8731,40.77415,-73.87312
32452,40.77368,-73.87081,40.77373,-73.87079
32453,40.75225,-73.97824,40.75236,-73.97821
32454,40.75101,-73.99418,40.75122,-73.99405
32455,40.75001,-73.99142,40.7502,-73.99137
32456,40.74972,-73.99121,40.75014,-73.9914
32457,40.75225,-73.97817,40.75228,-73.97795
32458,40.75003,-73.99156,40.7503,-73.99147
32459,40.77407,-73.87291,40.77417,-73.87306
32460,40.77394,-73.87319,40.77402,-73.87307
32461,40.76042,-74.00292,40.76057,-74.00279
32462,40.72711,-73.99996,40.72716,-74.00012
32463,40.75096,-73.99427,40.75106,-73.99421
32464,40.64469,-73.78195,40.64469,-73.78186
32465,40.75111,-73.99398,40.75133,-73.99398
32466,40.77402,-73.87293,40.77426,-73.87294
32467,40.76052,-74.0028,40.76054,-74.00276
32468,40.75114,-73.9941,40.75132,-73.99404
32469,40.75611,-73.9905,40.75637,-73.99041
32470,40.73666,-73.98886,40.73672,-73.98886
32471,40.64468,-73.78208,40.64468,-73.78199
32472,40.74993,-73.99157,40.74996,-73.99156
32473,40.7741,-73.87302,40.77423,-73.87281
32474,40.76435,-73.99578,40.7644,-73.99581
32475,40.75099,-73.99433,40.75114,-73.99415
32476,40.73954,-74.00634,40.7396,-74.0063
32477,40.73962,-74.0026,40.73983,-74.00238
32478,40.75099,-73.99417,40.75104,-73.9942
32479,40.77365,-73.87075,40.77376,-73.87089
32480,40.74058,-74.00775,40.74084,-74.00765
32481,40.76988,-73.86324,40.76993,-73.86322
32482,40.77375,-73.87077,40.77382,-73.87091
32483,40.74087,-74.00759,40.7409,-74.00759
32484,40.77378,-73.87094,40.77381,-73.87091
32485,40.73957,-74.00257,40.73992,-74.00231
32486,40.74998,-73.99163,40.75025,-73.99156
32487,40.77915,-73.96224,40.77917,-73.96228
32488,40.74974,-73.99134,40.74998,-73.99156
32489,40.774,-73.87303,40.77407,-73.87307
32490,40.77404,-73.87308,40.77405,-73.87284
32491,40.74982,-73.9914,40.74983,-73.99147
32492,40.74979,-73.99156,40.74998,-73.99141
32493,40.75004,-73.99138,40.75005,-73.99131
32494,40.74977,-73.99127,40.75004,-73.99138
32495,40.7499,-73.9915,40.74998,-73.99141
32496,40.75111,-73.99418,40.7512,-73.99408
32497,40.77396,-73.87287,40.77405,-73.87315
32498,40.77402,-73.87307,40.77415,-73.87293
32499,40.64473,-73.78195,40.64479,-73.78192
32500,40.74996,-73.99147,40.75028,-73.99128
32501,40.7503,-73.99147,40.75033,-73.99147
32502,40.74983,-73.99147,40.75009,-73.99153
32503,40.77402,-73.87287,40.77416,-73.87322
32504,40.77407,-73.87313,40.77418,-73.87299
32505,40.75003,-73.99141,40.75009,-73.99153
32506,40.75109,-73.99423,40.75122,-73.99407
32507,40.74991,-73.99143,40.75009,-73.99166
32508,40.75009,-73.99134,40.75025,-73.99156
32509,40.76039,-74.00289,40.76054,-74.00276
32510,40.64471,-73.78191,40.64475,-73.78179
32511,40.64456,-73.78215,40.64464,-73.78192
32512,40.77403,-73.8731,40.77418,-73.87294
32513,40.74988,-73.9915,40.75004,-73.99138
32514,40.77397,-73.87284,40.7741,-73.87301
32515,40.75223,-73.97827,40.75249,-73.97801
32516,40.64467,-73.78205,40.64477,-73.7818
32517,40.75099,-73.99433,40.75113,-73.99412
32518,40.76987,-73.86338,40.76993,-73.86328
32519,40.74995,-73.99156,40.75014,-73.99133
32520,40.75006,-73.9913,40.75012,-73.99143
32521,40.77402,-73.87306,40.7741,-73.87315
32522,40.74232,-74.00431,40.74242,-74.00424
32523,40.76821,-73.98233,40.76842,-73.98217
32524,40.74998,-73.99156,40.75014,-73.9914
32525,40.7698,-73.86342,40.76987,-73.86347
32526,40.75102,-73.99423,40.75124,-73.99404
32527,40.64456,-73.78215,40.64468,-73.78202
32528,40.74982,-73.9915,40.74991,-73.99143
32529,40.74988,-73.99146,40.74996,-73.99154
32530,40.77413,-73.87322,40.77413,-73.87313
32531,40.77407,-73.87306,40.77413,-73.87301
32532,40.6486,-73.78343,40.64862,-73.78354
32533,40.77408,-73.87304,40.7742,-73.87284
32534,40.75115,-73.99407,40.75117,-73.99399
32535,40.7741,-73.87315,40.77414,-73.87294
32536,40.75115,-73.99407,40.75121,-73.99411
32537,40.7504,-73.99469,40.75041,-73.99463
32538,40.77398,-73.87301,40.7741,-73.87301
32539,40.75106,-73.99405,40.75136,-73.99403
32540,40.75009,-73.9914,40.75027,-73.99134
32541,40.76051,-74.00282,40.76052,-74.00277
32542,40.7512,-73.99404,40.75125,-73.99407
32543,40.74982,-73.99143,40.74988,-73.99137
32544,40.77365,-73.87072,40.77377,-73.87091
32545,40.64471,-73.78191,40.64482,-73.78182
32546,40.74998,-73.9914,40.75014,-73.99156
32547,40.64458,-73.78224,40.64477,-73.78179
32548,40.77412,-73.873,40.77416,-73.87306
32549,40.75117,-73.99405,40.7512,-73.99408
32550,40.64459,-73.78221,40.64471,-73.78186
32551,40.74988,-73.99146,40.75011,-73.99143
32552,40.77405,-73.8732,40.77412,-73.8729
32553,40.73646,-73.98902,40.73654,-73.98886
32554,40.74977,-73.99138,40.74987,-73.9915
32555,40.75099,-73.99433,40.75106,-73.99411
32556,40.77367,-73.87084,40.77375,-73.87093
32557,40.77407,-73.87326,40.77416,-73.873
32558,40.74987,-73.99153,40.74998,-73.99141
32559,40.77368,-73.87079,40.77375,-73.87077
32560,40.7741,-73.87322,40.77411,-73.87313
32561,40.77408,-73.87306,40.77418,-73.87297
32562,40.76048,-74.00284,40.76057,-74.00273
32563,40.74987,-73.99153,40.75006,-73.99127
32564,40.75003,-73.99153,40.75004,-73.99162
32565,40.7504,-73.99472,40.75054,-73.99452
32566,40.75121,-73.99411,40.75123,-73.99407
32567,40.77893,-73.9624,40.77917,-73.96218
32568,40.75099,-73.99426,40.7512,-73.99405
32569,40.75011,-73.99143,40.75016,-73.99141
32570,40.64468,-73.78199,40.64477,-73.78189
32571,40.77391,-73.87294,40.77413,-73.87313
32572,40.74987,-73.99153,40.74993,-73.99137
32573,40.75112,-73.99424,40.75122,-73.99416
32574,40.76042,-74.00286,40.76048,-74.00283
32575,40.75005,-73.99131,40.75019,-73.9915
32576,40.75113,-73.99414,40.7513,-73.99404
32577,40.75608,-73.99059,40.7563,-73.99057
32578,40.74042,-74.00788,40.74079,-74.00765
32579,40.76969,-73.86351,40.76979,-73.86328
32580,40.75004,-73.9914,40.75008,-73.99143
32581,40.75241,-73.97827,40.75246,-73.97821
32582,40.73989,-74.0061,40.74015,-74.00582
32583,40.64466,-73.78208,40.64479,-73.78173
32584,40.76042,-74.00286,40.76058,-74.00279
32585,40.75109,-73.99423,40.7513,-73.99405
32586,40.77378,-73.87087,40.77394,-73.87123
32587,40.64468,-73.78186,40.64469,-73.78208
32588,40.7504,-73.99472,40.75059,-73.99462
32589,40.75111,-73.99407,40.75114,-73.99417
32590,40.74996,-73.99153,40.75006,-73.9913
32591,40.77409,-73.87303,40.77426,-73.87294
32592,40.7498,-73.99163,40.75019,-73.99147
32593,40.7499,-73.99144,40.75004,-73.99144
32594,40.77405,-73.87297,40.77413,-73.87303
32595,40.74995,-73.99169,40.75001,-73.99166
32596,40.77408,-73.87303,40.77412,-73.87306
32597,40.75045,-73.99461,40.75059,-73.99462
32598,40.75233,-73.97795,40.75239,-73.9783
32599,40.75228,-73.97795,40.75231,-73.97814
32600,40.77362,-73.87064,40.77381,-73.8709
32601,40.77376,-73.87094,40.77382,-73.87091
32602,40.77397,-73.87296,40.7741,-73.87294
32603,40.76992,-73.86334,40.76993,-73.86321
32604,40.75014,-73.99131,40.75027,-73.99134
32605,40.77912,-73.96234,40.77922,-73.96218
32606,40.74983,-73.99147,40.75027,-73.99137
32607,40.77397,-73.87284,40.77399,-73.87329
32608,40.75004,-73.99144,40.75006,-73.99128
32609,40.75001,-73.99162,40.75009,-73.99153
32610,40.74979,-73.99156,40.74995,-73.9915
32611,40.7499,-73.99134,40.74998,-73.9914
32612,40.77394,-73.87291,40.77418,-73.87297
32613,40.75098,-73.99423,40.75123,-73.99413
32614,40.77368,-73.87094,40.77379,-73.8709
32615,40.77402,-73.87296,40.77413,-73.87316
32616,40.77403,-73.87303,40.7742,-73.87294
32617,40.77399,-73.87299,40.77418,-73.8729
32618,40.64469,-73.78218,40.64479,-73.78176
32619,40.75004,-73.9914,40.75006,-73.99163
32620,40.75601,-73.99057,40.75606,-73.99079
32621,40.75106,-73.9942,40.75109,-73.99423
32622,40.75113,-73.99412,40.75131,-73.99405
32623,40.75223,-73.97827,40.75233,-73.97811
32624,40.75116,-73.99411,40.75117,-73.99416
32625,40.77402,-73.87306,40.77402,-73.87296
32626,40.74993,-73.99146,40.74995,-73.99134
32627,40.74974,-73.99134,40.74979,-73.9915
32628,40.76877,-73.8627,40.76887,-73.86277
32629,40.74993,-73.99153,40.74993,-73.99146
32630,40.7741,-73.87301,40.77412,-73.87294
32631,40.75114,-73.99401,40.7512,-73.99404
32632,40.76047,-74.00283,40.76054,-74.0028
32633,40.76036,-74.00289,40.76042,-74.00289
32634,40.77407,-73.87307,40.7741,-73.87307
32635,40.76042,-74.00292,40.76044,-74.00289
32636,40.64471,-73.7819,40.64472,-73.78199
32637,40.7507,-73.99449,40.75099,-73.99414
32638,40.75125,-73.99401,40.75131,-73.99398
32639,40.74993,-73.99137,40.75027,-73.99128
32640,40.75114,-73.99417,40.75117,-73.99417
32641,40.73656,-73.98892,40.73659,-73.98889
32642,40.75109,-73.9942,40.75133,-73.99407
32643,40.77371,-73.87082,40.77382,-73.87094
32644,40.73664,-73.98886,40.73669,-73.98886
32645,40.75106,-73.99416,40.7512,-73.99416
32646,40.75003,-73.99159,40.75008,-73.9916
32647,40.75017,-73.99154,40.75027,-73.99134
32648,40.64471,-73.7818,40.64473,-73.78195
32649,40.75063,-73.99452,40.75099,-73.99423
32650,40.75104,-73.99408,40.75114,-73.99401
32651,40.76047,-74.00292,40.76047,-74.00283
32652,40.77405,-73.87315,40.77415,-73.87311
32653,40.75104,-73.99411,40.75124,-73.99404
32654,40.64472,-73.78189,40.64479,-73.78192
32655,40.77402,-73.87303,40.77418,-73.87281
32656,40.7742,-73.87296,40.7742,-73.87286
32657,40.75223,-73.97811,40.75236,-73.9783
32658,40.77402,-73.87297,40.7741,-73.87306
32659,40.75102,-73.99417,40.75114,-73.99407
32660,40.75106,-73.99423,40.75115,-73.99414
32661,40.74996,-73.99156,40.75016,-73.99141
32662,40.74995,-73.99131,40.75014,-73.99137
32663,40.7499,-73.9915,40.75003,-73.9915
32664,40.774,-73.87303,40.77419,-73.873
32665,40.76979,-73.86354,40.76988,-73.86324
32666,40.75118,-73.99406,40.7512,-73.99408
32667,40.77363,-73.87077,40.77379,-73.87084
32668,40.7499,-73.99163,40.75001,-73.99124
32669,40.77377,-73.87091,40.77383,-73.87091
32670,40.77418,-73.87306,40.7742,-73.87284
32671,40.75225,-73.97798,40.75231,-73.97821
32672,40.75004,-73.99153,40.75009,-73.99141
32673,40.75104,-73.99426,40.75122,-73.9942
32674,40.7499,-73.99144,40.75028,-73.99128
32675,40.76877,-73.8627,40.76905,-73.86284
32676,40.76045,-74.00283,40.7605,-74.00283
32677,40.77367,-73.87078,40.77376,-73.87084
32678,40.7737,-73.87079,40.77377,-73.8709
32679,40.77407,-73.87313,40.7741,-73.87313
32680,40.74995,-73.9915,40.75033,-73.99134
32681,40.75008,-73.99147,40.75014,-73.99133
32682,40.75107,-73.99413,40.75125,-73.99407
32683,40.74972,-73.99134,40.75006,-73.99166
32684,40.7498,-73.99163,40.75003,-73.99141
32685,40.77365,-73.87072,40.77368,-73.87091
32686,40.75062,-73.99452,40.7507,-73.99449
32687,40.77908,-73.96231,40.77915,-73.96221
32688,40.74998,-73.9914,40.7503,-73.9914
32689,40.7499,-73.99153,40.75003,-73.99153
32690,40.75104,-73.99408,40.75106,-73.99423
32691,40.77399,-73.87329,40.77413,-73.87313
32692,40.75091,-73.99433,40.75115,-73.99411
32693,40.7737,-73.87081,40.77377,-73.87088
32694,40.75236,-73.97817,40.75246,-73.97805
32695,40.7737,-73.87088,40.77381,-73.87094
32696,40.75104,-73.9942,40.75128,-73.99404
32697,40.77412,-73.87287,40.77416,-73.87284
32698,40.75111,-73.99416,40.75133,-73.99398
32699,40.75595,-73.99066,40.75622,-73.9906
32700,40.77399,-73.87277,40.77415,-73.87284
32701,40.77405,-73.87304,40.77405,-73.87297
32702,40.75006,-73.9913,40.75028,-73.99128
32703,40.77407,-73.87303,40.77423,-73.87294
32704,40.77909,-73.96231,40.77912,-73.96227
32705,40.74985,-73.99163,40.75003,-73.99153
32706,40.77407,-73.87296,40.7741,-73.87313
32707,40.77402,-73.87307,40.7742,-73.873
32708,40.75099,-73.99414,40.75112,-73.99416
32709,40.77412,-73.87303,40.77413,-73.87313
32710,40.77907,-73.96221,40.7792,-73.96221
32711,40.75114,-73.99415,40.75114,-73.99404
32712,40.75114,-73.99407,40.75115,-73.99411
32713,40.7791,-73.96231,40.77917,-73.96228
32714,40.76964,-73.86357,40.77003,-73.86338
32715,40.64472,-73.78195,40.64474,-73.78182
32716,40.77416,-73.87293,40.77418,-73.87306
32717,40.76974,-73.86344,40.76998,-73.86341
32718,40.7741,-73.87291,40.77426,-73.87294
32719,40.73656,-73.98892,40.73666,-73.98886
32720,40.75104,-73.99411,40.75115,-73.99407
32721,40.77402,-73.87306,40.77406,-73.87306
32722,40.77407,-73.87303,40.7741,-73.87303
32723,40.64466,-73.78195,40.64469,-73.78177
32724,40.76037,-74.00287,40.7605,-74.00287
32725,40.77404,-73.87298,40.77421,-73.87306
32726,40.77415,-73.8731,40.77417,-73.87306
32727,40.77412,-73.87306,40.77416,-73.87284
32728,40.75006,-73.9915,40.75019,-73.99131
32729,40.64469,-73.78208,40.6447,-73.78179
32730,40.64472,-73.78193,40.64477,-73.78191
32731,40.75223,-73.97811,40.75241,-73.97821
32732,40.76976,-73.8636,40.76993,-73.86315
32733,40.77896,-73.96231,40.77907,-73.96228
32734,40.77412,-73.87316,40.7742,-73.87294
32735,40.74993,-73.99165,40.75009,-73.99172
32736,40.75104,-73.99417,40.75128,-73.99404
32737,40.75107,-73.99418,40.75114,-73.99415
32738,40.77412,-73.8732,40.77416,-73.87304
32739,40.77407,-73.87315,40.77415,-73.87305
32740,40.7512,-73.99416,40.75122,-73.99408
32741,40.76052,-74.00286,40.76058,-74.00276
32742,40.75099,-73.99426,40.75128,-73.99404
32743,40.77397,-73.87303,40.77404,-73.873
32744,40.75117,-73.99407,40.75119,-73.99411
32745,40.76047,-74.00292,40.76057,-74.00283
32746,40.74985,-73.99163,40.75006,-73.99141
32747,40.77376,-73.8709,40.77381,-73.87088
32748,40.77394,-73.87319,40.7741,-73.8731
32749,40.77397,-73.87284,40.77418,-73.87294
32750,40.75001,-73.99172,40.75019,-73.9913
32751,40.77402,-73.87303,40.77405,-73.8729
32752,40.77394,-73.87291,40.77412,-73.87286
32753,40.73955,-74.00257,40.73992,-74.00227
32754,40.76974,-73.86344,40.76979,-73.86344
32755,40.7741,-73.87322,40.77418,-73.87299
32756,40.77404,-73.873,40.7742,-73.87297
32757,40.77381,-73.87097,40.77382,-73.87094
32758,40.77407,-73.87304,40.77412,-73.873
32759,40.75096,-73.99427,40.75125,-73.99407
32760,40.64477,-73.78183,40.64477,-73.78177
32761,40.74985,-73.99143,40.74998,-73.9914
32762,40.75001,-73.99134,40.75014,-73.99131
32763,40.74987,-73.9915,40.75004,-73.99153
32764,40.77405,-73.87288,40.77423,-73.87281
32765,40.73662,-73.98889,40.73669,-73.98892
32766,40.64469,-73.78188,40.64472,-73.78195
32767,40.77368,-73.87094,40.77373,-73.87094
32768,40.76039,-74.00289,40.76049,-74.00282
32769,40.77378,-73.87088,40.77383,-73.87091
32770,40.74998,-73.99156,40.75001,-73.99131
32771,40.77368,-73.87088,40.77368,-73.87081
32772,40.77409,-73.87316,40.77414,-73.87294
32773,40.77407,-73.87304,40.77413,-73.87301
32774,40.77416,-73.87306,40.77417,-73.8731
32775,40.77399,-73.87303,40.7741,-73.87319
32776,40.75236,-73.9783,40.75241,-73.97814
32777,40.75099,-73.99423,40.75106,-73.99419
32778,40.75627,-73.99053,40.7563,-73.99021
32779,40.7741,-73.87303,40.77415,-73.87303
32780,40.75112,-73.9941,40.75117,-73.99411
32781,40.76876,-73.86293,40.76884,-73.86264
32782,40.77407,-73.8732,40.77418,-73.87294
32783,40.7507,-73.99449,40.75106,-73.99417
32784,40.77407,-73.87316,40.77407,-73.87307
32785,40.75117,-73.99406,40.7512,-73.99408
32786,40.64463,-73.78199,40.64466,-73.78191
32787,40.75239,-73.97811,40.75241,-73.97817
32788,40.75619,-73.99034,40.75627,-73.99063
32789,40.74977,-73.99127,40.75011,-73.99153
32790,40.75006,-73.9913,40.75019,-73.9913
32791,40.7499,-73.99144,40.75011,-73.9914
32792,40.75008,-73.99143,40.75017,-73.9915
32793,40.75106,-73.99418,40.75117,-73.99407
32794,40.77405,-73.87293,40.77414,-73.87294
32795,40.75113,-73.99417,40.75125,-73.99398
32796,40.75099,-73.99423,40.75131,-73.99404
32797,40.75249,-73.97801,40.75252,-73.97805
