1.06542056075, 11, 10, 1
1.40425531915, 12, 13, 10
0.425373134328, 7, 5, 11
2.98076923077, 22, 22, 17
4.7027027027, 22, 22, 22
1.96103896104, 11, 11, 8
2.14084507042, 14, 14, 13
1.30526315789, 13, 13, 8
1.52702702703, 8, 8, 9
0.425806451613, 7, 1, 1
0.913793103448, 8, 9, 11
3.72916666667, 19, 19, 19
2.09375, 13, 13, 12
0.341614906832, 9, 4, 1
0.322580645161, 6, 6, 1
0.893203883495, 11, 10, 5
0.19801980198, 4, 1, 1
0.612612612613, 8, 7, 9
5.26315789474, 24, 24, 24
1.94736842105, 18, 18, 18
0.365384615385, 7, 9, 1
0.479166666667, 8, 10, 45
1.03571428571, 11, 10, 6
0.601694915254, 8, 10, 14
2.0, 11, 11, 9
0.0958083832335, 5, 1, 1
1.72727272727, 13, 13, 13
0.402777777778, 7, 10, 49
0.102941176471, 3, 1, 1
3.65306122449, 16, 16, 15
4.56666666667, 33, 33, 31
0.636363636364, 4, 4, 4
5.73684210526, 38, 38, 38
6.21052631579, 43, 43, 43
0.569444444444, 9, 16, 8
0.527777777778, 8, 9, 9
0.947368421053, 7, 7, 7
0.51724137931, 7, 5, 38
0.377358490566, 8, 9, 1
0.303921568627, 4, 6, 1
1.92307692308, 22, 22, 20
8.05263157895, 76, 76, 76
2.46341463415, 13, 13, 12
0.0625, 2, 1, 1
1.0, 7, 7, 7
0.226993865031, 5, 6, 1
1.73684210526, 10, 10, 10
0.412587412587, 9, 9, 28
6.88, 58, 58, 56
0.376146788991, 5, 3, 1
1.38461538462, 8, 8, 8
0.150602409639, 5, 1, 1
1.91549295775, 10, 10, 11
0.243697478992, 7, 1, 1
0.579710144928, 11, 12, 8
1.96103896104, 13, 13, 8
2.27272727273, 11, 11, 11
7.26315789474, 46, 46, 46
0.634782608696, 8, 10, 11
5.21052631579, 45, 45, 45
1.22, 10, 10, 8
4.94444444444, 23, 23, 22
4.15789473684, 30, 30, 30
0.883116883117, 6, 6, 7
6.78947368421, 62, 62, 62
0.343558282209, 6, 1, 1
0.892307692308, 7, 7, 9
0.409395973154, 7, 2, 1
1.85526315789, 9, 9, 8
3.32692307692, 17, 17, 16
0.851851851852, 9, 9, 8
2.775, 18, 18, 17
0.793103448276, 6, 5, 5
5.52631578947, 45, 45, 45
1.5, 11, 11, 13
5.63157894737, 27, 27, 27
7.89473684211, 82, 82, 82
0.514705882353, 10, 10, 20
2.29411764706, 10, 10, 10
4.78947368421, 40, 40, 40
1.18181818182, 8, 9, 8
0.44262295082, 6, 16, 13
0.578947368421, 4, 4, 4
7.73684210526, 56, 56, 56
1.42647058824, 14, 14, 13
8.42105263158, 67, 67, 67
0.606060606061, 11, 13, 13
1.26804123711, 14, 14, 13
0.411392405063, 6, 4, 1
0.211920529801, 7, 1, 1
0.731707317073, 10, 10, 8
0.818181818182, 8, 8, 17
0.0975609756098, 1, 1, 1
5.08333333333, 37, 37, 36
0.547368421053, 7, 9, 19
0.166666666667, 3, 1, 1
2.05263157895, 11, 11, 10
1.01333333333, 6, 5, 7
0.503401360544, 7, 17, 22
2.01515151515, 15, 15, 15
