0.364485981308, 3, 1, 1
0.414893617021, 3, 1, 1
0.373134328358, 4, 4, 1
1.03846153846, 9, 9, 9
1.40540540541, 9, 9, 6
0.506493506494, 2, 1, 1
0.549295774648, 13, 1, 38
0.410526315789, 1, 1, 1
0.864864864865, 7, 7, 4
0.251612903226, 1, 1, 1
0.336206896552, 3, 1, 1
0.8125, 6, 6, 6
4.28125, 24, 24, 24
0.242236024845, 1, 1, 1
0.251612903226, 2, 1, 1
0.514563106796, 5, 41, 42
1.10891089109, 8, 8, 8
0.576576576577, 6, 8, 20
5.73684210526, 28, 28, 28
8.47368421053, 82, 82, 82
0.25, 2, 1, 1
0.270833333333, 2, 1, 1
0.348214285714, 5, 1, 1
0.466101694915, 4, 1, 1
0.513157894737, 5, 1, 1
0.293413173653, 5, 1, 1
1.76363636364, 10, 10, 10
0.277777777778, 3, 1, 1
0.595588235294, 7, 8, 8
0.795918367347, 6, 6, 10
2.7, 15, 15, 14
1.46753246753, 9, 9, 8
5.31578947368, 39, 39, 39
4.84210526316, 34, 34, 34
0.270833333333, 1, 1, 1
0.270833333333, 13, 1, 1
8.78947368421, 71, 71, 71
0.268965517241, 1, 1, 1
0.245283018868, 4, 1, 1
1.00980392157, 9, 9, 8
5.76923076923, 46, 46, 44
3.0, 21, 21, 21
2.63414634146, 12, 12, 11
2.515625, 16, 16, 15
8.89473684211, 82, 82, 82
0.239263803681, 4, 1, 1
8.63157894737, 86, 86, 86
0.272727272727, 1, 1, 1
1.76, 7, 7, 6
0.807339449541, 6, 5, 6
3.76923076923, 16, 16, 17
0.265060240964, 5, 1, 1
0.704225352113, 4, 4, 6
0.731092436975, 8, 7, 11
0.282608695652, 1, 1, 1
0.506493506494, 2, 1, 1
0.666666666667, 4, 4, 4
3.78947368421, 19, 19, 19
0.495652173913, 5, 16, 15
5.84210526316, 47, 47, 47
0.39, 5, 1, 1
1.36111111111, 9, 9, 7
6.68421052632, 55, 55, 55
1.25974025974, 7, 9, 9
4.26315789474, 36, 36, 36
0.239263803681, 1, 1, 1
1.81538461538, 12, 12, 12
0.261744966443, 1, 1, 1
0.539473684211, 4, 1, 1
0.769230769231, 4, 4, 5
0.453703703704, 7, 1, 1
2.525, 17, 17, 15
2.31034482759, 14, 14, 12
5.52631578947, 48, 48, 48
2.36, 14, 14, 14
5.36842105263, 25, 25, 25
3.15789473684, 27, 27, 27
0.286764705882, 2, 1, 1
0.573529411765, 13, 1, 1
6.21052631579, 52, 52, 52
0.659090909091, 5, 5, 6
2.39344262295, 14, 14, 13
8.89473684211, 85, 85, 85
3.31578947368, 24, 24, 24
1.23529411765, 7, 7, 5
2.63157894737, 19, 19, 19
0.295454545455, 1, 1, 1
0.40206185567, 3, 1, 1
0.246835443038, 1, 1, 1
0.350993377483, 6, 1, 1
0.317073170732, 1, 1, 1
0.436363636364, 10, 1, 1
1.70731707317, 15, 15, 11
1.22222222222, 3, 3, 3
0.978947368421, 9, 10, 8
6.0, 43, 43, 43
3.39473684211, 19, 19, 17
1.24, 10, 11, 10
0.265306122449, 1, 1, 1
0.848484848485, 4, 4, 3
